date,fetched_at,source_name,source_type,page_type,category,priority,asin,display_rank,display_order,rank,rank_basis,position,title,price,price_display,rating,review_count,bought_past_month,badge,sponsored,product_url,image_url,page_url
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H293937X,5,5,5,display_order,5,"Pawfect House Gifts Personalized Shirts for Men, Fathers Day Birthday Gifts for Grandpa Dad, Papa Shirt, Best Dad Ever Gifts",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Fathers/dp/B0H293937X/ref=sr_1_2?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-2,https://m.media-amazon.com/images/I/71E5d8mcDKL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GTTQJYK5,6,6,6,display_order,6,Style 1,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Fathers/dp/B0GTTQJYK5/ref=is_sr_dp_2?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-2,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GTTJ99WB,7,7,7,display_order,7,Style 2,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Fathers/dp/B0GTTJ99WB/ref=is_sr_dp_3?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-2,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GZH31YXF,8,8,8,display_order,8,Style 3,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Fathers/dp/B0GZH31YXF/ref=is_sr_dp_4?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-2,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GZH3MBQ1,9,9,9,display_order,9,Style 4,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Fathers/dp/B0GZH3MBQ1/ref=is_sr_dp_5?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-2,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GZGVYM5N,10,10,10,display_order,10,Style 5,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Fathers/dp/B0GZGVYM5N/ref=is_sr_dp_6?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-2,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H1H9XC84,11,11,11,display_order,11,"Pawfect House Gifts 2D Custom Dog Dad Mug, Personalized Fathers Day Birthday Gifts for Dog Lovers, Thanks for Putting Up M...",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0H1H9XC84/ref=sr_1_3?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-3,https://m.media-amazon.com/images/I/718oY5di-oL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GVQ7XRND,12,12,12,display_order,12,Ver 1,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0GVQ7XRND/ref=cs_sr_dp_loc_2?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-3,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H3L1WK2Z,13,13,13,display_order,13,Ver 10,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0H3L1WK2Z/ref=cs_sr_dp_loc_3?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-3,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H3NB9CDJ,14,14,14,display_order,14,Ver 11,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0H3NB9CDJ/ref=cs_sr_dp_loc_4?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-3,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GX4ZPYJ8,15,15,15,display_order,15,Ver 3,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0GX4ZPYJ8/ref=cs_sr_dp_loc_5?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-3,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H1GZ4CKL,16,16,16,display_order,16,Ver 4,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0H1GZ4CKL/ref=cs_sr_dp_loc_6?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-3,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GWLSMBQZ,17,17,17,display_order,17,"Pawfect House Gifts Personalized Garage Signs For Men, Fathers Day Birthday Gifts For Man, Grandpa, Dad, My Garage My Rule...",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Accessories/dp/B0GWLSMBQZ/ref=sr_1_4?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-4,https://m.media-amazon.com/images/I/81YGMGPebPL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H2PGF16H,18,18,18,display_order,18,"Pawfect House Gifts Custom Patriotic Beach Towel, 250 Anniversary Beach Towels with Family Name, Summer Gifts for Family, ...",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Patriotic-Anniversary/dp/B0H2PGF16H/ref=sr_1_5?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-5,https://m.media-amazon.com/images/I/71YjcCb8SaL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GXQ9ZWF8,19,19,19,display_order,19,"Pawfect House Gifts Personalized Journals For Women, 200 Pages Leather Writing Journal, Graduation Gifts For Women, I Trus...",,,,,,,no,https://www.amazon.com/Pawfect-Personalized-Journals-Graduation-Notebook/dp/B0GXQ9ZWF8/ref=sr_1_6?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-6,https://m.media-amazon.com/images/I/81U5Xxn2XiL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H2XWZDWP,20,20,20,display_order,20,"Pawfect House Gifts Personalized Denim Baseball Cap, Fathers Day Cap Gifts for Cat Dog Lovers, Dog Hats for Men, Dad, Grandpa",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Baseball/dp/B0H2XWZDWP/ref=sr_1_7?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-7,https://m.media-amazon.com/images/I/81VhMLELAsL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H2HH2VDQ,21,21,21,display_order,21,Style 1,,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Baseball/dp/B0H2HH2VDQ/ref=cs_sr_dp_loc_2?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-7,,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0GW8HKR25,22,22,22,display_order,22,"Pawfect House Gifts Personalized Cruise Door Magnets, Summer Vacation and Travel Gifts for Husband and Wife, Him and Her, ...",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Vacation/dp/B0GW8HKR25/ref=sr_1_8?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-8,https://m.media-amazon.com/images/I/71SsC2CaenL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
2026-06-12,2026-06-12T05:08:41+00:00,Competitor Store 3,seller,seller,Pawfect House Gifts (PFH),1,B0H25Q1LP2,23,23,23,display_order,23,"Pawfect House Gifts Custom Photo Sketch Line Art Desk Mat, Personalized Father's Day Birthday Gifts for Dads, Grandpa, Dad...",,,,,,,no,https://www.amazon.com/Pawfect-House-Gifts-Personalized-Birthday/dp/B0H25Q1LP2/ref=sr_1_9?dib=eyJ2IjoiMSJ9.S6Qzd9zgTWQ772id3G-LBkEYYyxgVb-9I0nZls2XNZ2T6xyfMSdt2p1fMWpkbINSDs0r0P55OdTm7qfsHrIvoiFMII_EwjGkT9gwdxDuMhOd8RsZzAhFLeLjaZoSzm8tXQi2su12tHbJnOhR6p5yqNRrH80YIXDnHbqF8fjtkV0hcE-GZizW0mjm5wbFIFs3eouyq-jHgvmtWTl2noxJB9CxYre4us1ntoghUtbWNqE.7tj9zXav8QDhB6hTyiikOqyyqVsZ5PvO3FDAvPszutA&dib_tag=se&m=AOZ4YNQPOAR1B&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781240953&s=merchant-items&sr=1-9,https://m.media-amazon.com/images/I/71k0Yt1qRNL._AC_UY218_.jpg,https://www.amazon.com/s?i=merchant-items&me=AOZ4YNQPOAR1B&s=exact-aware-popularity-rank&ds=v1%3AC1u24%2FAHRVG6as5gShRu3N7oYXA6bjInWr2ktA3SD5k&marketplaceID=ATVPDKIKX0DER&qid=1776045996&ref=sr_st_exact-aware-popularity-rank
